user_id,timestamp,search_query,page_views,session_duration,clicked_game,purchased
184,2025-03-25 22:09:14.662148,rpg games xbox buy,4,287,1,1.0
184,2025-03-25 22:09:14.662148,battlefield,2,890,1,0.0
185,2024-12-31 22:09:14.662148,cheap console,14,1257,0,0.0
185,2025-02-04 22:09:14.662148,sale xbox,7,141,1,0.0
185,2025-02-07 22:09:14.662148,nba 2k,5,1433,0,0.0
185,2025-02-07 22:09:14.662148,shooter games xbox digital code,9,571,0,0.0
185,2025-02-09 22:09:14.662148,assassin's creed best price,3,1174,1,0.0
185,2025-02-17 22:09:14.662148,assassin's creed buy,1,259,1,0.0
185,2025-03-04 22:09:14.662148,fifa,2,464,1,0.0
185,2025-03-20 22:09:14.662148,sale console,7,1723,1,0.0
186,2025-01-16 22:09:14.662148,sale console,1,1649,1,0.0
186,2025-01-31 22:09:14.662148,gears of war,8,199,1,0.0
186,2025-02-07 22:09:14.662148,cheap controller,3,408,1,0.0
186,2025-02-25 22:09:14.662148,destiny review,5,565,1,1.0
186,2025-03-10 22:09:14.662148,xbox series x games,8,876,1,0.0
186,2025-03-24 22:09:14.662148,forza review,14,1251,1,0.0
187,2025-01-04 22:09:14.662148,new xbox,10,262,0,0.0
187,2025-01-18 22:09:14.662148,minecraft,5,1330,0,0.0
187,2025-01-19 22:09:14.662148,sale controller,10,1128,0,0.0
187,2025-01-30 22:09:14.662148,assassin's creed review,10,142,0,0.0
187,2025-02-07 22:09:14.662148,nba 2k review,7,237,1,1.0
187,2025-02-10 22:09:14.662148,cheap headset,9,1417,1,0.0
187,2025-02-11 22:09:14.662148,racing games xbox,5,607,0,0.0
187,2025-02-19 22:09:14.662148,sale headset,5,1624,1,0.0
187,2025-03-02 22:09:14.662148,nba 2k,2,265,1,0.0
187,2025-03-17 22:09:14.662148,madden digital code,15,1298,0,0.0
187,2025-03-20 22:09:14.662148,rpg games xbox,3,580,1,0.0
187,2025-03-26 22:09:14.662148,deal headset,7,1080,1,1.0
188,2025-01-04 22:09:14.662148,halo best price,2,391,1,0.0
188,2025-01-07 22:09:14.662148,racing games xbox,9,497,0,0.0
188,2025-01-09 22:09:14.662148,gears of war best price,4,1161,1,0.0
188,2025-01-10 22:09:14.662148,best xbox games,3,1015,0,0.0
188,2025-01-12 22:09:14.662148,rpg games xbox,7,1039,1,0.0
188,2025-01-22 22:09:14.662148,elder scrolls review,8,407,1,0.0
188,2025-01-23 22:09:14.662148,madden,3,797,1,0.0
188,2025-02-08 22:09:14.662148,best xbox,6,716,1,0.0
188,2025-02-08 22:09:14.662148,deal xbox,13,924,1,0.0
188,2025-02-11 22:09:14.662148,sale game,10,1043,0,0.0
188,2025-02-14 22:09:14.662148,best xbox games,12,1114,1,0.0
188,2025-03-03 22:09:14.662148,deal game,4,1263,0,0.0
188,2025-03-16 22:09:14.662148,rpg games xbox gameplay,13,169,1,0.0
188,2025-03-19 22:09:14.662148,xbox exclusives,5,1059,1,1.0
188,2025-03-26 22:09:14.662148,battlefield,2,1472,1,0.0
189,2024-12-28 22:09:14.662148,best game,7,103,1,0.0
189,2025-01-08 22:09:14.662148,cheap headset,10,443,0,0.0
189,2025-01-19 22:09:14.662148,fallout,15,1248,1,0.0
189,2025-01-20 22:09:14.662148,call of duty,9,953,1,0.0
189,2025-01-21 22:09:14.662148,battlefield best price,7,1300,0,0.0
189,2025-01-29 22:09:14.662148,fallout best price,1,1632,1,1.0
189,2025-02-02 22:09:14.662148,xbox exclusives,3,936,1,0.0
189,2025-02-13 22:09:14.662148,new headset,7,1775,0,0.0
189,2025-03-18 22:09:14.662148,cheap game,5,585,1,0.0
190,2025-01-01 22:09:14.662148,call of duty,8,366,1,0.0
190,2025-01-05 22:09:14.662148,star wars,14,1292,0,0.0
190,2025-01-09 22:09:14.662148,assassin's creed,3,435,1,0.0
190,2025-01-13 22:09:14.662148,star wars,15,1231,0,0.0
190,2025-01-14 22:09:14.662148,best xbox games best price,8,116,1,0.0
190,2025-01-28 22:09:14.662148,sea of thieves,3,723,1,1.0
190,2025-02-10 22:09:14.662148,cheap game,6,1364,0,0.0
190,2025-02-14 22:09:14.662148,best xbox games best price,10,1319,1,0.0
190,2025-02-17 22:09:14.662148,shooter games xbox gameplay,10,1199,1,0.0
190,2025-02-21 22:09:14.662148,star wars buy,1,814,1,0.0
190,2025-02-24 22:09:14.662148,sale headset,5,1514,1,0.0
190,2025-02-25 22:09:14.662148,call of duty,7,871,1,0.0
190,2025-03-07 22:09:14.662148,fallout,5,96,1,0.0
190,2025-03-25 22:09:14.662148,deal console,7,1521,1,1.0
191,2024-12-30 22:09:14.662148,fifa,8,91,1,0.0
191,2025-01-05 22:09:14.662148,fifa,10,527,0,0.0
191,2025-01-10 22:09:14.662148,sea of thieves,11,1183,1,0.0
191,2025-01-14 22:09:14.662148,destiny,14,1216,1,0.0
191,2025-01-28 22:09:14.662148,deal headset,2,288,0,0.0
191,2025-02-01 22:09:14.662148,sea of thieves,5,811,0,0.0
191,2025-02-04 22:09:14.662148,cheap controller,2,172,0,0.0
191,2025-02-06 22:09:14.662148,xbox series x games,12,1570,1,0.0
191,2025-02-15 22:09:14.662148,fifa,7,256,0,0.0
191,2025-02-20 22:09:14.662148,forza review,5,1052,0,0.0
191,2025-02-21 22:09:14.662148,cheap console,10,1352,0,0.0
191,2025-02-27 22:09:14.662148,deal game,11,602,0,0.0
191,2025-02-28 22:09:14.662148,destiny,14,489,1,0.0
192,2025-01-05 22:09:14.662148,star wars,1,454,1,0.0
192,2025-01-10 22:09:14.662148,new controller,3,192,1,0.0
192,2025-01-21 22:09:14.662148,fifa,8,158,1,0.0
192,2025-01-23 22:09:14.662148,destiny,11,402,1,0.0
192,2025-01-26 22:09:14.662148,nba 2k digital code,9,207,1,0.0
192,2025-01-27 22:09:14.662148,best controller,9,1411,1,0.0
192,2025-02-01 22:09:14.662148,elder scrolls,6,1453,0,0.0
192,2025-02-11 22:09:14.662148,xbox exclusives digital code,6,444,1,0.0
192,2025-02-20 22:09:14.662148,new console,12,44,1,0.0
192,2025-03-07 22:09:14.662148,sale headset,6,705,1,0.0
192,2025-03-09 22:09:14.662148,destiny,9,673,1,1.0
192,2025-03-10 22:09:14.662148,halo,12,1174,1,0.0
192,2025-03-20 22:09:14.662148,xbox series x games,8,588,0,0.0
192,2025-03-20 22:09:14.662148,cheap controller,6,1548,1,1.0
192,2025-03-22 22:09:14.662148,nba 2k,5,453,1,1.0
193,2024-12-31 22:09:14.662148,racing games xbox buy,3,975,1,1.0
193,2025-01-04 22:09:14.662148,deal xbox,14,1311,1,0.0
193,2025-01-11 22:09:14.662148,elder scrolls,8,20,1,1.0
193,2025-01-14 22:09:14.662148,nba 2k gameplay,3,1087,1,0.0
193,2025-01-30 22:09:14.662148,best controller,6,1186,0,0.0
193,2025-02-04 22:09:14.662148,deal headset,7,391,1,0.0
193,2025-03-01 22:09:14.662148,gears of war,5,488,0,0.0
193,2025-03-09 22:09:14.662148,elder scrolls gameplay,1,154,1,0.0
193,2025-03-15 22:09:14.662148,minecraft,11,1676,1,1.0
194,2025-01-05 22:09:14.662148,star wars,1,1798,0,0.0
194,2025-01-06 22:09:14.662148,rpg games xbox best price,4,770,0,0.0
194,2025-01-18 22:09:14.662148,fifa,12,1354,1,0.0
194,2025-01-25 22:09:14.662148,deal console,9,602,1,0.0
194,2025-02-17 22:09:14.662148,deal console,1,228,1,0.0
194,2025-02-19 22:09:14.662148,racing games xbox best price,8,1174,1,1.0
194,2025-03-07 22:09:14.662148,call of duty,13,1109,0,0.0
194,2025-03-08 22:09:14.662148,racing games xbox digital code,14,1392,1,0.0
194,2025-03-08 22:09:14.662148,best xbox games digital code,14,349,1,0.0
194,2025-03-11 22:09:14.662148,cheap console,4,692,1,0.0
194,2025-03-19 22:09:14.662148,sea of thieves,3,116,1,0.0
194,2025-03-20 22:09:14.662148,fallout,5,1785,1,0.0
194,2025-03-20 22:09:14.662148,battlefield,7,1116,1,0.0
195,2025-01-10 22:09:14.662148,new xbox,7,252,1,0.0
195,2025-01-21 22:09:14.662148,fifa,10,227,1,0.0
195,2025-01-27 22:09:14.662148,top rated console,7,448,1,1.0
195,2025-02-01 22:09:14.662148,top rated console,8,629,1,0.0
195,2025-02-06 22:09:14.662148,halo,5,448,1,0.0
195,2025-02-07 22:09:14.662148,new xbox,9,1777,1,0.0
195,2025-02-15 22:09:14.662148,racing games xbox,9,116,1,1.0
195,2025-02-23 22:09:14.662148,fallout,12,13,0,0.0
195,2025-02-23 22:09:14.662148,sale console,5,918,0,0.0
195,2025-02-25 22:09:14.662148,new headset,1,973,1,0.0
195,2025-02-27 22:09:14.662148,shooter games xbox,13,26,1,1.0
195,2025-03-08 22:09:14.662148,star wars review,13,55,1,0.0
195,2025-03-13 22:09:14.662148,madden,9,938,0,0.0
195,2025-03-22 22:09:14.662148,rpg games xbox buy,13,1226,0,0.0
196,2025-01-12 22:09:14.662148,gears of war best price,3,553,1,0.0
196,2025-01-13 22:09:14.662148,best xbox games best price,14,1067,0,0.0
196,2025-01-31 22:09:14.662148,elder scrolls,7,598,1,0.0
196,2025-02-04 22:09:14.662148,call of duty,15,1797,1,0.0
196,2025-02-11 22:09:14.662148,sale headset,10,1624,1,0.0
196,2025-02-13 22:09:14.662148,deal game,10,207,1,0.0
196,2025-02-16 22:09:14.662148,nba 2k best price,3,1315,1,0.0
196,2025-02-23 22:09:14.662148,gears of war,13,1547,1,1.0
196,2025-03-06 22:09:14.662148,battlefield,15,255,1,0.0
196,2025-03-15 22:09:14.662148,rpg games xbox,15,633,1,1.0
197,2025-01-27 22:09:14.662148,fallout,8,1127,1,0.0
197,2025-01-31 22:09:14.662148,cheap xbox,10,622,0,0.0
197,2025-02-01 22:09:14.662148,sea of thieves gameplay,13,1202,1,0.0
197,2025-02-09 22:09:14.662148,shooter games xbox gameplay,13,799,1,0.0
197,2025-03-07 22:09:14.662148,madden,7,1507,0,0.0
197,2025-03-22 22:09:14.662148,racing games xbox,8,1595,0,0.0
198,2025-01-13 22:09:14.662148,xbox exclusives,14,1246,1,0.0
198,2025-01-17 22:09:14.662148,best controller,4,120,1,0.0
198,2025-01-24 22:09:14.662148,assassin's creed,7,329,1,0.0
198,2025-02-08 22:09:14.662148,new controller,5,167,1,1.0
198,2025-02-12 22:09:14.662148,call of duty gameplay,1,1291,0,0.0
198,2025-02-20 22:09:14.662148,new controller,3,1483,1,0.0
198,2025-03-10 22:09:14.662148,sale game,14,1393,1,1.0
198,2025-03-18 22:09:14.662148,minecraft best price,15,598,0,0.0
198,2025-03-26 22:09:14.662148,top rated controller,15,1413,1,0.0
199,2025-01-15 22:09:14.662148,halo,15,797,1,0.0
199,2025-01-30 22:09:14.662148,xbox series x games best price,13,1110,1,0.0
199,2025-02-07 22:09:14.662148,battlefield best price,5,615,0,0.0
199,2025-02-15 22:09:14.662148,shooter games xbox,11,416,1,0.0
199,2025-02-22 22:09:14.662148,minecraft,7,145,1,0.0
199,2025-03-06 22:09:14.662148,xbox exclusives,2,1254,1,1.0
199,2025-03-14 22:09:14.662148,best xbox games,4,880,1,1.0
199,2025-03-16 22:09:14.662148,new console,8,1296,0,0.0
200,2024-12-28 22:09:14.662148,best headset,15,434,0,0.0
200,2025-01-08 22:09:14.662148,destiny,11,240,1,0.0
200,2025-01-17 22:09:14.662148,nba 2k gameplay,4,325,1,1.0
200,2025-03-12 22:09:14.662148,rpg games xbox buy,14,921,0,0.0
200,2025-03-17 22:09:14.662148,deal game,1,147,1,1.0
200,2025-03-21 22:09:14.662148,cheap xbox,15,701,1,0.0
201,2024-12-30 22:09:14.662148,madden best price,2,836,1,0.0
201,2025-01-05 22:09:14.662148,call of duty,2,365,0,0.0
201,2025-01-05 22:09:14.662148,minecraft,11,1454,0,0.0
201,2025-01-15 22:09:14.662148,fallout,3,196,1,0.0
201,2025-02-03 22:09:14.662148,cheap game,7,720,1,0.0
201,2025-02-21 22:09:14.662148,madden,15,1132,1,0.0
201,2025-02-24 22:09:14.662148,sea of thieves,12,142,1,0.0
201,2025-03-04 22:09:14.662148,sea of thieves,4,1527,1,0.0
201,2025-03-06 22:09:14.662148,sea of thieves,15,399,0,0.0
201,2025-03-13 22:09:14.662148,new controller,2,1002,1,0.0
201,2025-03-17 22:09:14.662148,rpg games xbox review,11,930,0,0.0
201,2025-03-19 22:09:14.662148,xbox exclusives,7,813,1,0.0
201,2025-03-22 22:09:14.662148,shooter games xbox review,7,556,1,0.0
201,2025-03-24 22:09:14.662148,sea of thieves,10,289,0,0.0
201,2025-03-25 22:09:14.662148,cheap headset,3,660,0,0.0
202,2024-12-29 22:09:14.662148,xbox series x games,10,920,0,0.0
202,2025-01-03 22:09:14.662148,best console,6,815,1,0.0
202,2025-01-13 22:09:14.662148,racing games xbox,6,1097,0,0.0
202,2025-01-20 22:09:14.662148,xbox series x games,15,675,1,1.0
202,2025-02-15 22:09:14.662148,top rated headset,9,480,1,0.0
202,2025-02-17 22:09:14.662148,shooter games xbox,7,1621,1,0.0
202,2025-02-24 22:09:14.662148,sale game,7,1189,1,0.0
202,2025-03-03 22:09:14.662148,elder scrolls,8,313,1,0.0
202,2025-03-19 22:09:14.662148,deal controller,13,1110,1,0.0
203,2025-01-10 22:09:14.662148,destiny digital code,9,1466,0,0.0
203,2025-01-11 22:09:14.662148,shooter games xbox,14,769,1,0.0
203,2025-01-18 22:09:14.662148,assassin's creed,13,611,1,0.0
203,2025-02-10 22:09:14.662148,deal console,3,1689,1,0.0
203,2025-02-11 22:09:14.662148,xbox exclusives,12,1197,0,0.0
203,2025-02-13 22:09:14.662148,elder scrolls review,15,1010,0,0.0
203,2025-03-06 22:09:14.662148,best xbox games,14,1483,1,0.0
203,2025-03-13 22:09:14.662148,best game,1,803,0,0.0
204,2024-12-30 22:09:14.662148,xbox exclusives,2,1445,1,0.0
204,2025-01-14 22:09:14.662148,minecraft,2,340,0,0.0
204,2025-01-25 22:09:14.662148,gears of war,13,611,1,0.0
204,2025-02-04 22:09:14.662148,fifa,10,1720,0,0.0
204,2025-02-10 22:09:14.662148,gears of war,14,1531,1,0.0
204,2025-02-21 22:09:14.662148,fifa best price,6,1564,1,0.0
204,2025-03-11 22:09:14.662148,cheap headset,8,1235,1,0.0
205,2024-12-31 22:09:14.662148,best game,13,1787,1,0.0
205,2025-01-04 22:09:14.662148,xbox exclusives,6,1629,1,0.0
205,2025-01-14 22:09:14.662148,sale xbox,11,778,1,1.0
205,2025-02-07 22:09:14.662148,destiny best price,1,1319,0,0.0
205,2025-02-17 22:09:14.662148,rpg games xbox,6,418,1,0.0
205,2025-02-17 22:09:14.662148,xbox series x games,3,228,0,0.0
205,2025-02-22 22:09:14.662148,star wars best price,13,409,0,0.0
205,2025-03-07 22:09:14.662148,top rated console,5,242,0,0.0
206,2025-01-07 22:09:14.662148,battlefield,15,1431,0,0.0
206,2025-01-19 22:09:14.662148,fifa review,7,189,1,0.0
206,2025-01-20 22:09:14.662148,best console,9,699,1,0.0
206,2025-01-22 22:09:14.662148,fallout gameplay,14,759,0,0.0
206,2025-01-23 22:09:14.662148,shooter games xbox digital code,6,810,0,0.0
206,2025-01-30 22:09:14.662148,battlefield,2,710,1,0.0
206,2025-02-03 22:09:14.662148,sale controller,8,1595,0,0.0
206,2025-02-13 22:09:14.662148,best xbox games gameplay,4,888,1,0.0
206,2025-02-17 22:09:14.662148,best xbox games,12,531,1,0.0
206,2025-03-10 22:09:14.662148,fifa,1,1403,1,0.0
206,2025-03-12 22:09:14.662148,battlefield,9,1452,1,0.0
206,2025-03-21 22:09:14.662148,best xbox games,15,970,0,0.0
206,2025-03-23 22:09:14.662148,cheap headset,9,219,1,0.0
207,2025-01-04 22:09:14.662148,fifa,9,423,0,0.0
207,2025-01-21 22:09:14.662148,top rated headset,2,855,1,0.0
207,2025-01-23 22:09:14.662148,gears of war,1,557,0,0.0
207,2025-01-27 22:09:14.662148,halo,3,1339,0,0.0
207,2025-02-09 22:09:14.662148,shooter games xbox,7,461,0,0.0
207,2025-02-11 22:09:14.662148,sea of thieves best price,11,366,1,1.0
207,2025-02-22 22:09:14.662148,fifa,9,637,1,0.0
207,2025-02-26 22:09:14.662148,nba 2k best price,8,1785,0,0.0
207,2025-02-27 22:09:14.662148,top rated headset,4,323,1,0.0
207,2025-03-18 22:09:14.662148,new game,2,717,0,0.0
207,2025-03-22 22:09:14.662148,sale controller,3,571,1,0.0
207,2025-03-22 22:09:14.662148,deal console,13,1502,0,0.0
207,2025-03-25 22:09:14.662148,xbox exclusives,6,1631,1,0.0
208,2025-01-16 22:09:14.662148,new game,15,636,0,0.0
208,2025-01-21 22:09:14.662148,minecraft gameplay,11,1701,1,1.0
208,2025-01-25 22:09:14.662148,xbox series x games,11,1503,0,0.0
208,2025-02-04 22:09:14.662148,deal game,11,550,0,0.0
208,2025-02-08 22:09:14.662148,fallout buy,8,1623,1,0.0
208,2025-02-22 22:09:14.662148,deal headset,15,1266,0,0.0
208,2025-03-09 22:09:14.662148,forza gameplay,10,197,1,0.0
208,2025-03-18 22:09:14.662148,rpg games xbox,9,1556,0,0.0
209,2024-12-31 22:09:14.662148,fallout,6,1468,0,0.0
209,2024-12-31 22:09:14.662148,new console,14,547,1,0.0
209,2025-01-11 22:09:14.662148,elder scrolls review,9,1147,0,0.0
209,2025-02-07 22:09:14.662148,best console,5,1340,1,1.0
209,2025-02-08 22:09:14.662148,assassin's creed,9,753,1,0.0
209,2025-02-23 22:09:14.662148,madden,14,1209,1,0.0
209,2025-02-27 22:09:14.662148,best controller,14,1485,1,0.0
209,2025-03-04 22:09:14.662148,xbox exclusives,13,1799,1,0.0
209,2025-03-18 22:09:14.662148,shooter games xbox,1,1156,1,0.0
209,2025-03-24 22:09:14.662148,fallout buy,4,627,0,0.0
210,2025-01-09 22:09:14.662148,battlefield,2,283,1,1.0
210,2025-01-17 22:09:14.662148,forza,7,798,1,0.0
210,2025-01-21 22:09:14.662148,cheap controller,3,705,1,0.0
210,2025-01-21 22:09:14.662148,best game,10,920,1,0.0
210,2025-01-27 22:09:14.662148,rpg games xbox best price,10,661,0,0.0
210,2025-02-22 22:09:14.662148,top rated game,6,619,0,0.0
210,2025-02-26 22:09:14.662148,sale console,8,313,1,0.0
210,2025-03-14 22:09:14.662148,rpg games xbox,14,210,1,0.0
210,2025-03-20 22:09:14.662148,best game,2,1402,1,0.0
210,2025-03-20 22:09:14.662148,assassin's creed,6,1760,1,0.0
210,2025-03-26 22:09:14.662148,shooter games xbox,3,1142,1,1.0
211,2024-12-28 22:09:14.662148,xbox exclusives,7,186,1,0.0
211,2025-01-10 22:09:14.662148,gears of war,6,863,1,0.0
211,2025-01-17 22:09:14.662148,cheap headset,2,723,1,0.0
211,2025-01-27 22:09:14.662148,xbox series x games gameplay,13,615,1,0.0
211,2025-01-28 22:09:14.662148,battlefield,14,1292,0,0.0
211,2025-01-30 22:09:14.662148,fallout gameplay,1,349,1,0.0
211,2025-02-03 22:09:14.662148,halo,9,337,0,0.0
211,2025-02-08 22:09:14.662148,sea of thieves,6,1123,1,0.0
211,2025-02-19 22:09:14.662148,destiny best price,5,837,0,0.0
211,2025-02-28 22:09:14.662148,gears of war,5,33,1,0.0
211,2025-03-09 22:09:14.662148,new console,12,1153,1,1.0
212,2025-01-13 22:09:14.662148,sale xbox,6,147,1,1.0
212,2025-01-20 22:09:14.662148,new controller,13,868,0,0.0
212,2025-01-20 22:09:14.662148,sale xbox,3,822,1,0.0
212,2025-02-05 22:09:14.662148,fallout review,15,902,1,0.0
212,2025-02-11 22:09:14.662148,deal xbox,14,1487,1,0.0
212,2025-02-25 22:09:14.662148,elder scrolls,11,1612,0,0.0
212,2025-03-06 22:09:14.662148,sale game,1,64,1,0.0
212,2025-03-10 22:09:14.662148,cheap headset,5,952,0,0.0
213,2024-12-30 22:09:14.662148,gears of war,10,1241,1,0.0
213,2024-12-31 22:09:14.662148,assassin's creed review,1,1266,1,0.0
213,2025-01-06 22:09:14.662148,fifa,7,327,0,0.0
213,2025-01-07 22:09:14.662148,forza,3,185,1,0.0
213,2025-01-10 22:09:14.662148,fallout digital code,8,390,1,0.0
213,2025-01-12 22:09:14.662148,shooter games xbox,8,1766,1,0.0
213,2025-01-30 22:09:14.662148,halo,10,1214,1,0.0
213,2025-02-18 22:09:14.662148,best xbox games,9,1442,1,0.0
213,2025-03-09 22:09:14.662148,sale console,11,886,1,0.0
214,2024-12-28 22:09:14.662148,top rated xbox,1,1409,0,0.0
214,2025-01-12 22:09:14.662148,star wars digital code,2,35,0,0.0
214,2025-01-13 22:09:14.662148,halo,5,1762,1,0.0
214,2025-02-01 22:09:14.662148,cheap xbox,9,1047,0,0.0
214,2025-02-08 22:09:14.662148,fifa buy,4,1083,0,0.0
214,2025-02-09 22:09:14.662148,elder scrolls,3,153,0,0.0
214,2025-02-09 22:09:14.662148,best xbox games,9,111,1,0.0
214,2025-02-10 22:09:14.662148,cheap headset,3,829,1,1.0
214,2025-03-13 22:09:14.662148,sale headset,5,210,1,0.0
214,2025-03-16 22:09:14.662148,rpg games xbox,13,1415,1,0.0
215,2024-12-29 22:09:14.662148,deal console,13,669,1,1.0
215,2025-01-17 22:09:14.662148,assassin's creed review,6,1214,0,0.0
215,2025-01-27 22:09:14.662148,top rated console,12,23,1,1.0
215,2025-01-29 22:09:14.662148,destiny,7,981,1,0.0
215,2025-02-02 22:09:14.662148,minecraft review,15,308,1,0.0
215,2025-02-11 22:09:14.662148,sale headset,12,584,1,0.0
215,2025-02-19 22:09:14.662148,elder scrolls digital code,15,373,1,1.0
215,2025-03-13 22:09:14.662148,best xbox games,6,20,0,0.0
215,2025-03-21 22:09:14.662148,gears of war digital code,2,1384,1,0.0
215,2025-03-26 22:09:14.662148,fallout digital code,8,915,1,0.0
216,2024-12-28 22:09:14.662148,destiny digital code,15,1448,1,0.0
216,2025-01-13 22:09:14.662148,nba 2k,1,1417,0,0.0
216,2025-01-16 22:09:14.662148,elder scrolls,8,70,0,0.0
216,2025-01-16 22:09:14.662148,minecraft,2,1173,1,0.0
216,2025-01-21 22:09:14.662148,forza gameplay,8,546,0,0.0
216,2025-01-21 22:09:14.662148,xbox series x games gameplay,12,189,1,0.0
216,2025-01-25 22:09:14.662148,xbox series x games,6,1767,0,0.0
216,2025-02-02 22:09:14.662148,new xbox,10,214,1,0.0
216,2025-02-05 22:09:14.662148,gears of war,1,225,1,0.0
216,2025-02-08 22:09:14.662148,madden,10,1366,0,0.0
216,2025-02-10 22:09:14.662148,star wars review,12,319,1,0.0
216,2025-02-25 22:09:14.662148,xbox series x games,15,1183,0,0.0
217,2025-01-21 22:09:14.662148,deal console,12,414,0,0.0
217,2025-01-29 22:09:14.662148,fifa digital code,14,405,0,0.0
217,2025-02-04 22:09:14.662148,sale xbox,8,796,1,0.0
217,2025-02-12 22:09:14.662148,best xbox games,5,1630,1,0.0
217,2025-02-21 22:09:14.662148,nba 2k,2,510,1,0.0
217,2025-02-26 22:09:14.662148,xbox series x games,3,52,0,0.0
217,2025-02-28 22:09:14.662148,gears of war,9,39,1,0.0
217,2025-03-05 22:09:14.662148,destiny gameplay,10,940,1,1.0
217,2025-03-07 22:09:14.662148,sale console,8,1340,1,0.0
217,2025-03-12 22:09:14.662148,madden best price,2,539,1,0.0
217,2025-03-15 22:09:14.662148,sale controller,12,727,1,0.0
217,2025-03-19 22:09:14.662148,xbox series x games,10,1346,1,0.0
218,2024-12-28 22:09:14.662148,rpg games xbox,13,521,1,1.0
218,2024-12-29 22:09:14.662148,best controller,3,221,1,1.0
218,2024-12-31 22:09:14.662148,rpg games xbox,3,769,1,0.0
218,2025-01-12 22:09:14.662148,xbox series x games,4,1510,1,0.0
218,2025-01-20 22:09:14.662148,shooter games xbox,8,1493,1,1.0
218,2025-02-02 22:09:14.662148,cheap game,15,165,1,0.0
218,2025-02-02 22:09:14.662148,sea of thieves,5,1185,1,0.0
218,2025-02-16 22:09:14.662148,battlefield buy,15,1592,1,1.0
218,2025-02-21 22:09:14.662148,gears of war,15,1795,1,0.0
218,2025-02-24 22:09:14.662148,best game,1,1488,0,0.0
218,2025-03-03 22:09:14.662148,racing games xbox,6,1294,1,0.0
218,2025-03-04 22:09:14.662148,star wars,15,488,0,0.0
218,2025-03-17 22:09:14.662148,best xbox games digital code,13,351,0,0.0
219,2024-12-30 22:09:14.662148,madden,7,1187,1,1.0
219,2024-12-30 22:09:14.662148,star wars,5,1439,1,0.0
219,2025-03-02 22:09:14.662148,fifa gameplay,14,1337,1,0.0
219,2025-03-08 22:09:14.662148,call of duty,1,1168,1,0.0
220,2024-12-29 22:09:14.662148,nba 2k gameplay,7,1666,1,0.0
220,2024-12-30 22:09:14.662148,best xbox games,13,376,0,0.0
220,2024-12-31 22:09:14.662148,forza,7,1148,0,0.0
220,2025-01-09 22:09:14.662148,gears of war,5,1298,1,0.0
220,2025-01-17 22:09:14.662148,sale headset,15,893,1,0.0
220,2025-01-22 22:09:14.662148,xbox series x games,1,1651,1,0.0
220,2025-01-31 22:09:14.662148,new game,6,721,1,0.0
220,2025-02-01 22:09:14.662148,xbox series x games buy,13,1778,1,1.0
220,2025-02-04 22:09:14.662148,forza,3,685,1,0.0
220,2025-02-25 22:09:14.662148,battlefield,13,168,1,0.0
220,2025-03-02 22:09:14.662148,battlefield,11,477,1,0.0
220,2025-03-03 22:09:14.662148,battlefield digital code,11,621,1,0.0
220,2025-03-11 22:09:14.662148,cheap game,13,468,0,0.0
220,2025-03-21 22:09:14.662148,minecraft,10,450,1,1.0
221,2025-01-08 22:09:14.662148,racing games xbox,4,1569,1,1.0
221,2025-01-12 22:09:14.662148,sale game,14,1727,0,0.0
221,2025-02-09 22:09:14.662148,sea of thieves,1,1140,0,0.0
221,2025-02-12 22:09:14.662148,sale xbox,14,97,0,0.0
221,2025-02-17 22:09:14.662148,elder scrolls,8,918,0,0.0
221,2025-02-22 22:09:14.662148,rpg games xbox,3,1552,1,0.0
221,2025-03-07 22:09:14.662148,sea of thieves,10,614,1,1.0
222,2025-01-11 22:09:14.662148,best xbox games gameplay,11,1339,0,0.0
222,2025-01-12 22:09:14.662148,fifa digital code,6,639,0,0.0
222,2025-01-21 22:09:14.662148,forza,3,992,1,0.0
222,2025-01-26 22:09:14.662148,new controller,12,704,1,0.0
222,2025-02-21 22:09:14.662148,xbox series x games,14,718,1,0.0
222,2025-02-25 22:09:14.662148,forza,3,135,1,1.0
222,2025-02-28 22:09:14.662148,sea of thieves,2,44,1,0.0
222,2025-03-17 22:09:14.662148,destiny gameplay,12,1669,1,0.0
222,2025-03-26 22:09:14.662148,elder scrolls,6,1555,1,0.0
223,2024-12-28 22:09:14.662148,deal console,13,226,0,0.0
223,2024-12-30 22:09:14.662148,new xbox,10,903,1,1.0
223,2025-01-06 22:09:14.662148,cheap game,13,1767,0,0.0
223,2025-01-13 22:09:14.662148,assassin's creed digital code,14,1424,0,0.0
223,2025-01-15 22:09:14.662148,halo best price,8,849,0,0.0
223,2025-02-16 22:09:14.662148,cheap controller,4,1376,1,0.0
223,2025-02-19 22:09:14.662148,sea of thieves,13,1547,0,0.0
223,2025-03-05 22:09:14.662148,elder scrolls,1,1182,1,0.0
223,2025-03-06 22:09:14.662148,fifa,8,501,1,0.0
223,2025-03-11 22:09:14.662148,cheap controller,1,892,1,0.0
223,2025-03-14 22:09:14.662148,madden,4,496,1,0.0
223,2025-03-17 22:09:14.662148,forza,4,1238,0,0.0
224,2025-01-06 22:09:14.662148,nba 2k,14,590,1,0.0
224,2025-01-10 22:09:14.662148,forza,5,763,1,0.0
224,2025-01-20 22:09:14.662148,call of duty,12,1195,1,0.0
224,2025-01-26 22:09:14.662148,shooter games xbox,6,855,1,0.0
